ID,Text,Translate
TX_SS_EX4_013700_0030(0),"And so I will keep writing my poems, in the 
hopes that one day I will find the words to 
describe her unearthly beauty.",
TX_SS_EX4_0137F0_0000(0),!,
TX_SS_EX4_0137F0_0010(0),"Quite the stubborn ones, aren't we...",
TX_SS_EX4_0137F0_0020(0),"""Where's Kit?"" That's the question on your lips, 
isn't it?",
TX_SS_EX4_0137F0_0030(0),"Why, he's right there. Standing before your eyes.",
TX_SS_EX4_0137F0_0040(0),!?,
TX_SS_EX4_0137F0_0050(0),"The thirteenth god. Galdera, the Fallen. He and Kit 
are one and the same.",
TX_SS_EX4_0137F0_0060(0),"The Gate of Finis was created to seal Galdera 
beyond the boundaries of this world.",
TX_SS_EX4_0137F0_0070(0),"And the Crossford family, you see, comes from 
a long and ancient line that carries the stuff of 
the Dark God in their veins.",
TX_SS_EX4_0137F0_0080(0),"Many years ago, I led Graham—Kit's father—to 
this same place.",
TX_SS_EX4_0137F0_0090(0),"I told him that by coming here he could return 
his beloved to the land of the living. A lie, of 
course, but one he was all too willing to believe.",
TX_SS_EX4_0137F0_0100(0),"All was proceeding according to plan. But in the 
end, I underestimated the strength of the man's 
spirit.",
TX_SS_EX4_0137F0_0110(0),"The ritual failed, and Graham escaped 
somewhere...though he hardly resembled 
himself anymore.",
TX_SS_EX4_0137F0_0120(0),"This time, though, will be different. This time I 
will not fail.",
TX_SS_EX4_0137F0_0130(0),"At long, long last, Galdera shall rise again, and all 
the world will know his fury!",
TX_SS_EX4_0137F0_0140(0),"You, too, have an important role to play on this 
historic day. Your flesh, your blood, your very 
soul will feed the Dark God and give him 
strength.",
TX_SS_EX4_0137F0_0150(0),"Father, can you hear me? Father, your daughter 
calls for you!",
TX_SS_EX4_0137F0_0160(0),"O, Father! Pray show mercy on these poor, 
wretched souls...",
TX_SS_EX4_0137F0_0170(0),I hear you...my daughter...,
TX_SS_EX4_0137F0_0180(0),"O, Father...at last...we are together...",
TX_SS_EX4_0137F0_0190(0),"My daughter...
For fulfilling your fate...
I bestow upon you eternal slumber...",
TX_SS_EX4_0137F0_0200(0),"Brave souls...
You too have earned the same reward...",
TX_SS_EX4_0137F0_0210(0),"So come...let us consume all life on this 
world...let us consume the gods themselves...",
TX_SS_EX4_0137F0_0220(0),"For now and eternity...there is only us...
There is only Galdera!",
TX_SS_EX4_0137G0_0000(0),AaaaaAAaaaaAAAAAaaaaaAAAAaaaaaAAAAA!!!,
TX_SS_EX4_0137G0_0010(0),"No......I am all-powerful......eternal! I will not 
return...to the darkness...! I will......not......",
TX_SS_EX4_0137G0_0020(0),Where...am I?,
TX_SS_EX4_0137G0_0030(0),...I see.,
TX_SS_EX4_0137G0_0040(0),"Thank you, my friends.",
TX_SS_EX4_0137G0_0050(0),"She told me that I could meet Father here. But it 
was all just a lie...",
TX_SS_EX4_0137G0_0060(0),...,
TX_SS_EX4_0137G0_0070(0),Kit...,
TX_SS_EX4_0137G0_0080(0),Father...? Mother...!?,
TX_SS_EX4_0137G0_0090(0),"Kit... Oh, how you've grown...",
TX_SS_EX4_0137G0_0100(0),.........,
TX_SS_EX4_0137G0_0110(0),No mortal knows what fate holds for them...,
TX_SS_EX4_0137G0_0120(0),"All these years, I had thought my journey a 
futile one...",
TX_SS_EX4_0137G0_0130(0),"Only now do I know it was not so.
All because of you...",
TX_SS_EX4_0137G0_0140(0),"In journeying here, you have not just
found meaning in your own lives...",
TX_SS_EX4_0137G0_0150(0),"You have sealed away the darkness,
and restored light to all of Orsterra...
For this, I thank you...",
TX_SS_EX4_0137G0_0160(0),"Live on for us, Kit...",
TX_SS_EX4_0137G0_0170(0),"Live on, and live strong...",
TX_SS_EX4_0137G0_0180(0),For life is a journey...,
TX_SS_EX4_0137G0_0190(0),"The places you go... The deeds you do...
The tales whose hero you become...",
TX_SS_EX4_0137G0_0200(0),Every road is yours to take.,
TX_SS_EX4_0137G0_0210(0),"So journey forth, friend, into this great world
we live in...and find an adventure all your own.",
TX_DLI_MAR_020800_0000(0),"You obtained:

Herb-of-grace x 10",
TX_DLI_MAR_010900_0000(0),"You obtained:

Healing Grape (M) x 1
Inspiriting Plum (M) x 1
Energizing Pomegranate (M) x 1",
TX_DLI_ALI_000300_0000(0),"You lost:

Bottle of Wine x 1",
TX_DLI_ALI_010200_0000(0),"You obtained:

⑳1,500",
TX_DLI_ALI_010500_0000(0),"You lost:

Skystone x 3",
TX_DLI_ALI_010500_0010(0),"You obtained:

⑳500",
TX_DLI_ALI_020700_0000(0),"You obtained:

Eldrite x 1
Letter from Baltazar x 1",
TX_DLI_THE_0306A0_0000(0),"You obtained:

High Hornburgian Dictionary x 1",
TX_SI_MO0_012701_0000(0),"I’m a historian, seeking traces of the 
legendary King Beowulf the Great.",
TX_SI_MO0_012701_0010(0),"I’m sure you’ve heard tell of him. Why, it 
was none other than he who founded the 
Kingdom of Hornburg!",
TX_SI_MO0_012701_0020(0),"Some colleagues―who shall remain 
nameless, for their sake―mock my work. 
King Beowulf is just a myth, they laugh. But 
I say—no, I <span style=""italic"">know</> that they are wrong!",
TX_SI_MO0_012701_0030(0),"That’s why I’m here, you see. To discover 
the great king’s monument, and prove that 
he did once walk this earth!",
TX_SI_MO0_012701_0040(0),"Perhaps you could help me? If you happen 
to come across some ancient plinth, or 
carved granite, or other stony erection, 
pray tell me at once.",
TX_SI_MO0_012700_0000(0),"Have you found any sign of King Beowulf’s 
monument, perchance?",
TX_SI_MO0_012700_0010(0),"If you have, I would like nothing more than 
to see it with my own eyes.",
TX_SI_MO0_012700_0020(0),"It appears to be an ancient monument of 
some kind, engraved with runes of some 
forgotten tongue.",
TX_SI_MO0_012800_0000(0),"For as long as I can remember, I’ve 
dreamed of leavin’ this village and makin’ my 
way as a singer on the stage.",
TX_SI_MO0_012800_0010(0),"But we’ve got debts owed on the house, 
and there’s no leavin’ for me while they still 
hang o’er our heads.",
TX_SI_MO0_012800_0020(0),"...I’m payin’ for my father’s troubles, see? 
Payin’ for them with my dreams...",
TX_SI_MO0_012800_0030(0),"You don’t have a spare copper or two, do 
you friend, t’help out a man down on his 
luck?",
TX_SI_MO0_012800_0040(0),"Once me daughter’s earned enough, I’ll pay 
ye back, and then some.",
TX_SI_MO0_012800_0050(0),"The bard what used to croon at me old 
pub every night went an’ retired, an’ now 
it's as silent as a tomb, an’ about as much 
fun...",
TX_SI_MO0_012800_0060(0),"So if you ’appen to meet a singer lookin’ for 
a payin’ job, introduce us, would you?",
TX_SI_MO0_012800_0070(0),"You short of coppers, friend? Need some 
coin to tide you over?",
TX_SI_MO0_012800_0080(0),"Cos if you are, you’re talkin’ to the right 
man. My rates are more than reasonable...",
TX_SI_MO0_012701_0050(0),"It appears to tell the story of Beowulf, the 
second prince of the kingdom of Ferien.",
TX_SI_MO0_012700_0001(0),"I would not have thought to search 
here—and yet, this erection is unquestionably 
ancient. Let me just scrape off this moss...",
TX_SI_MO0_012700_0011(0),"An inscription in High Hornburgian! Luckily, I 
am well versed in the tongue.",
TX_SI_MO0_012700_0021(0),"Well, I―!",
TX_SI_MO0_012700_0031(0),"...According to this, the ancient realm of 
Ferien once ruled over these lands.",
TX_SI_MO0_012700_0041(0),"And what’s more, it says that the second 
prince of Ferien was none other than a 
man named Beowulf!",
TX_SI_MO0_012700_0051(0),"It goes on to say that Ferien joined forces 
with the Knights Ardante in a war against a 
rival realm.",
TX_SI_MO0_012700_0061(0),"Prince Beowulf led the combined armies to 
victory on behalf of his king.",
TX_SI_MO0_012700_0071(0),"As a reward for his great deeds in battle, 
he was bequeathed the conquered lands.",
TX_SI_MO0_012700_0081(0),"So it was that he founded the Kingdom of 
Hornburg, whose gallant knights would 
protect these lands for ages to come.",
TX_SI_MO0_012700_0091(0),"This tallies exactly with the King Beowulf 
legend! Why, it is proof that the great man 
was no myth, but living flesh and blood!",
TX_SI_MO0_012700_0101(0),"This is the breakthrough I have sought for 
years! How can I ever thank you, friend?",
TX_SI_MO0_012700_0111(0),"I shall study this monument more closely, 
and then take the greatest delight in 
exposing my colleagues as the obdurate 
fools that they are!",
TX_SI_MO0_012700_0121(0),"If you will be continuing your journey in 
these lands, I am sure our paths will cross 
again.",
TX_SI_MO0_012700_0131(0),"Till then, my friend!",
TX_SI_MO0_0128A0_0001(0),"The devil take ’em! Everythin’ I touches 
turns to mud!",
TX_SI_MO0_0128A0_0011(0),"What did I ever do to deserve this lot in 
life!? I...I...",
TX_SI_MO0_0128A0_0021(0),"...At it again, are you? You look as if you’ve 
fought a round with a behemoth.",
TX_SI_MO0_0128A0_0031(0),...,
TX_SI_MO0_0128A0_0041(0),"Well, I’ll be. Did someone finally knock some 
sense into you?",
TX_SI_MO0_0128A0_0051(0),"...You’ve had your share of misfortune, too, 
I warrant. But this one’s tale is about as sad 
as they come.",
TX_SI_MO0_0128A0_0061(0),"He had a small shop, you see. But people 
weren’t buyin’ his wares, and eventually he 
had to shutter his doors.",
TX_SI_MO0_0128A0_0071(0),"Some men take setbacks harder’n others. 
Losin’ his trade seemed to break somethin’ 
inside him.",
TX_SI_MO0_0128A0_0081(0),"He sought solace in the bottom o’ a 
bottle—an’ even found it for a while. But 
now...",
TX_SI_MO0_0128A0_0091(0),"Hold yer tongue, moneylender! You know 
nothin’ about me!",
TX_SI_MO0_0128A0_0101(0),"...Ah, the devil take it.",
TX_SI_MO0_0128A0_0111(0),"I know what I’ve become, an’ I don’t like it 
any more than you!",
TX_SI_MO0_0128A0_0121(0),"I want to change, damn it all, but...but...",
TX_SI_MO0_0128A0_0131(0),"...Then change already, ’fore it’s too late for 
you and yours.",
TX_SI_MO0_0128A0_0141(0),I-I will... I swear...,
TX_SI_MO0_0128A0_0151(0),"Call me crazy, but it seems like that was 
just what he needed to get the poison out 
of him.",
TX_SI_MO0_0128A0_0161(0),"It’s still early to say, but mayhap you’ve 
cured him of his degenerate ways.",
TX_SI_MO0_0128B0_0001(0),"You want to be a songstress, do you? 
Then let’s hear you, love, an’ I’ll tell you if 
you’ve the voice for it.",
TX_SI_MO0_0128B0_0011(0),"Oh! All right, then how about this...?",
TX_SI_MO0_0128B0_0021(0),"Oh, bravo, bravo! She's just what I’ve been 
lookin’ for!",
TX_SI_MO0_0128B0_0031(0),"Ever since the old minstrel retired, I’ve sore 
been needin’ someone to take his place.",
TX_SI_MO0_0128B0_0041(0),"Never expected an angel would show up at 
me door to answer me prayers!",
TX_SI_MO0_0128B0_0051(0),"An...angel? B-but I’ve never sung... I mean, 
not for coin or nowt...",
TX_SI_MO0_0128B0_0061(0),"First time for everythin’, lass. An’ didn’t you 
just finish tellin’ me it’s your dream to be a 
songstress?",
TX_SI_MO0_0128B0_0071(0),"...But my family has debts. If I leave them 
now...",
TX_SI_MO0_0128B0_0081(0),"Is that all that’s holdin’ you back!? Then I’ll 
pay whatever coin’s owed, and your family 
can pay me back, fast as you’re able. Deal?",
TX_SI_MO0_0128B0_0091(0),Y-you’d do that for me...?,
TX_SI_MO0_0128B0_0101(0),"You’ll earn me twice what you owe afore 
the year is out, if these ears of mine don’t 
deceive me.",
TX_SI_MO0_0128B0_0111(0),"I ain’t heard a voice as sweet in all my 
years in the Sunlands—and neither have my 
regulars, I reckon!",
TX_SI_MO0_0128B0_0121(0),"In that case, my answer is yes! A thousand 
times, yes!",
TX_SI_MO0_0128B0_0131(0),"Ahaha! Wouldn’t take no for an answer, 
lass!",
TX_SI_MO0_0128B0_0141(0),"Fortune was smilin’ the day I met you. 
Thank you for findin’ this angel!",
TX_SI_MO0_0128A0_0002(0),"Father is workin’ again! These days, he has 
a gleam in his eye like what I haven’t seen 
since I was a wee girl.",
TX_SI_MO0_0128A0_0012(0),"It’s early still, but maybe my dreams <span style=""italic"">are</> 
comin’ true...",
TX_SI_MO0_0128A0_0022(0),"...It’s never too late, that’s what I say. I’ve 
got honest work now, an’ I’m payin’ off me 
debts.",
TX_SI_MO0_0128A0_0032(0),"It does a man’s soul good, knowin’ he ain’t 
standin’ in the way of his daughter’s 
dreams...",
TX_SI_MO0_0128A0_0042(0),"Good to see someone was finally able to 
beat some bloody sense into him.",
TX_SI_MO0_0128B0_0002(0),"Oh, hullo again!",
TX_SI_MO0_0128B0_0012(0),"I’m still singin’ at the pub, and it’s packed 
every night. I keep havin’ to pinch myself, 
just to make sure it ain’t no dream!",
TX_SI_MO0_0128B0_0022(0),"Business is better than it’s ever been. Folk 
come from leagues away, just to hear me 
angel sing.",
TX_SI_MO0_0128B0_0032(0),"I tell you, I would, too—if I didn’t have to be 
there anyway to pour the ales! Har har!",
TX_SI_MO0_0128B0(1001),"That tosspot in Cobbleston's paid the coin 
that he owed.",
TX_SI_MO0_0128B0(1011),"Well, not him personally. The local publican 
did, leastwise.",
TX_SI_MO0_0128B0(1021),"Don't know why, and don't care too much, 
neither, so long's I got my coin back.",
TX_SI_MO0_0128B0(1031),"Me debts're paid, all thanks to my darlin' 
daughter.",
TX_SI_MO0_0128B0(1041),"Hehe... Think this calls for a mug o' mead to 
celebrate.",
TX_SI_MO0_012700_0003(0),Look at that!,
TX_SI_MO0_0128B0_0033(0),"Got my hands full right now, Mind askin' 
me later?",
TX_SI_DE0_012901_0000(0),"Let go of me! I require no escort from the 
likes of <span style=""italic"">you</>!",
TX_SI_DE0_012901_0010(0),"Heh... Don’t be shy, love. I’ll take you to a 
place with cushions like the clouds.",
TX_SI_DE0_012901_0020(0),"I’ll go where I please, thank you! Now let 
me go!",
TX_SI_DE0_012900_0000(0),"I said, let me—!",
TX_SI_DE0_012900_0010(0),"What’re you gawkin’ at? This ain’t a public 
show!",
TX_SI_DE0_013000_0000(0),"Those brutes are always coming around 
my shop, picking fights that no one ever 
sought.",
TX_SI_DE0_013000_0010(0),"They’re not just harming my custom. 
They’ve even threatened to beat an old 
man like me, the rotters!",
TX_SI_DE0_013000_0020(0),"I’m as proud of my wares as any, but even 
I wouldn’t shop here if I had to deal with 
<span style=""italic"">that</>. Can’t they find someone else to 
bother?",
TX_SI_DE0_013000_0030(0),"Wotcher? Ya got something you’d like to 
say to us? If you haven’t, then clear out.",
TX_SI_DE0_013000_0040(0),"Just between you an’ me, the boss wasn’t 
always like this.",
TX_SI_DE0_013000_0050(0),"Used to be, you’d even see him smile from 
time to time. But ever since he lost his 
sister Layla...",
TX_SI_DE0_013000_0060(0),"Heh heh...
While they're keeping his eyes busy, I'll...",
TX_SI_DE0_013000_0070(0),"Huh, who the—!?
I mean, ah, can I help you with something?",
TX_SI_DE0_013000_0080(0),"My memory is a blank slate...
All I can remember is the name...Layla.",
TX_SI_DE0_013000_0090(0),"And yet, I can’t help but feel that someone 
out there is calling to me. Someone who 
needs me...",
TX_SI_DE0_012900_0001(0),Damn it all! I’ll not be forgetting this!,
TX_SI_DE0_012900_0011(0),"You have my thanks...
That man would not take no for an 
answer.",
TX_SI_DE0_012900_0021(0),"I only came here because I’d heard that this 
is where people come to have fun in this 
town...",
TX_SI_DE0_012900_0031(0),"I swear, don’t the great houses here do 
anything to maintain order?",
TX_SI_DE0_012900_0041(0),"How is a girl supposed to enjoy the city if 
she can’t even walk down the street in 
peace?",
TX_SI_DE0_012900_0051(0),"Ruffians like that man should not be 
allowed to wander free!",
TX_SI_DE0_012900_0061(0),"Oh! But forgive me...
I seem to have gotten carried away.",
TX_SI_DE0_012900_0071(0),"Y-you wish to know who <span style=""italic"">I</> am?
Ah...well...that’s rather...",
TX_SI_DE0_012900_0081(0),"I am...ah, yes, I’m on a journey, I suppose.
My name is...Ria. You may call me Ria.",
TX_SI_DE0_012900_0091(0),"Anyhow, I will not forget your kindness in 
helping a stranger like myself. Thank you 
again.",
TX_SI_DE0_012900_0101(0),"If nothing else, at least my journey has 
shown that there are still some good 
people left in the world.",
TX_SI_DE0_012900_0111(0),"And now I must say farewell. I hope that 
your own travels bring you joy.",
TX_SI_DE0_0130C0_0001(0),"Bah! There’s nothing for sale here but 
rubbish anyway. We’ve got better places to 
be.",
TX_SI_DE0_0130C0_0011(0),"Everyone who’s anyone knows that 
Tobias’s shop is the only place in town with 
goods worth buyin’.",
TX_SI_DE0_0130C0_0021(0),"Come along, lads. Nothing left to do here.",
TX_SI_DE0_0130C0_0031(0),"A-aye, Boss!",
TX_SI_DE0_0130A0_0001(0),"That bastard Tobias!
Up and disappearing without payin’ us for 
the job!",
TX_SI_DE0_0130A0_0011(0),"Word is someone gave him a beatin’ and 
chased him clear out of town.",
TX_SI_DE0_0130A0_0021(0),"Hmph, there’s a convenient excuse. Slacker 
never did a hard day’s work in his life. 
Doubt we’ll see him, or our money, ever 
again.",
TX_SI_DE0_0130A0_0031(0),"W-wait up, Boss...!",
TX_SI_DE0_0130A0_0041(0),"...And what was all that commotion about, 
pray tell?",
TX_SI_DE0_0130A0_0051(0),"So Tobias was the one behind all this? He 
set those ne’er-do-wells on me to get my 
business?",
TX_SI_DE0_0130A0_0061(0),"I knew he was a no-good slacker, but I 
didn’t think he was fool enough to resort 
to intimidating his fellow merchants!",
TX_SI_DE0_0130A0_0071(0),"Well, at least you’ve put an end to that 
nonsense. Thank you, young one.",
TX_SI_DE0_0130A0_0081(0),Though I do wish that...,
TX_SI_DE0_0130A0_0091(0),"Ah, but wishes are as numerous as the 
grains of sand in the desert. I’ll be fine.",
TX_SI_DE0_0130A0_0101(0),"You’ve done enough already, friend. More 
than enough for a stranger.",
TX_SI_DE0_0130B0_0001(0),Can it be...!?,
TX_SI_DE0_0130B0_0011(0),Y-you’re...,
TX_SI_DE0_0130B0_0021(0),"Ungh, my head...",
TX_SI_DE0_0130B0_0031(0),"B-but...you were dead!
They told me you were dead!",
TX_SI_DE0_0130B0_0041(0),Why would I...be dead...?,
TX_SI_DE0_0130B0_0051(0),"You're the one...always doing...dangerous 
things...",
TX_SI_DE0_0130B0_0061(0),"Yes, always getting in trouble...my...",
TX_SI_DE0_0130B0_0071(0),"My... Of course, my brother!",
TX_SI_DE0_0130B0_0081(0),"Far be it from this old man to interrupt, 
but what is the meaning of all this?",
TX_SI_DE0_0130B0_0091(0),"So that's how it is, eh?
You've only been acting like a 
good-for-nothing lout because you 
thought your dear sister dead?",
TX_SI_DE0_0130B0_0101(0),"Heh... Pretty embarrassing, eh?",
TX_SI_DE0_0130B0_0111(0),"I’m sorry for all the trouble my silly 
brother has caused.",
TX_SI_DE0_0130B0_0121(0),"Go on! You apologize, too!",
TX_SI_DE0_0130B0_0131(0),"I-I don't need you to tell me, Layla!",
TX_SI_DE0_0130B0_0141(0),"...Sorry 'bout all that, old man.",
TX_SI_DE0_0130B0_0151(0),"Hmph, well, you sound sincere enough. I'll 
forgive you, but only if you swear you've 
done making trouble in this town.",
TX_SI_DE0_0130B0_0161(0),"You bet he is! Or else he'll have to answer 
to me. And you know how that would go, 
don't you, brother dear?",
TX_SI_DE0_0130B0_0171(0),"...O-of course. I give my word. It's the 
straight and narrow from here on out for 
me.",
TX_SI_DE0_0130B0_0181(0),"And you... Thank you for reuniting me with 
my sister.",
TX_SI_DE0_012900_0002(0),"She was just pretty, that’s all...
What’s wrong with a man wanting to spend 
the night with a pretty lady?",
TX_SI_DE0_012900_0012(0),"I even felt like I’d seen her somewhere 
before... Though I can’t for the life of me 
say where...",
TX_SI_DE0_0130A0_0002(0),"A-ah, you’re the...
I mean, ah, how may I be of service?",
TX_SI_DE0_0130A0_0012(0),"Tobias and I had a proper talking, and I 
decided to put him to work here at the 
shop to make up for what he’s done.",
TX_SI_DE0_0130A0_0022(0),"Heck, if he proves himself, I may even 
leave the old place to him someday.",
TX_SI_DE0_0130A0_0032(0),"I’m not getting any younger, after all. I’ve 
been looking for somone to carry on for 
me for years now.",
TX_SI_DE0_0130B0_0012(0),"Those two insisted on working here for 
me to make up for the trouble they’d 
caused.",
TX_SI_DE0_0130B0_0022(0),"Heh. Maybe someday I’ll even be able to 
leave this place in their hands. I wouldn’t 
mind spending my last few years in leisure!",
TX_SI_DE0_0130B0_0032(0),"To have an honest job and get paid for our 
labor...my brother and I are fortunate 
indeed.",
TX_SI_DE0_0130B0_0042(0),"I’m working myself to the bone to prove 
myself to the old man. And, call me crazy, I 
actually like it! It’s all thanks to you, friend.",
TX_SI_DE0_0130B0_0052(0),"I can’t tell you how good it is to see the 
boss acting like his old self again!",
TX_SI_DE0_0130B0(1001),"Damn it all!
What does he think he's doing!?",
TX_SI_DE0_0130B0(1011),"At this rate, all my plans to take over the 
store will have been for naught!",
TX_SI_DE0_0130B0(1021),"Huh!?
H-how long have you been standing there?",
TX_SI_DE0_0130A0(1001),"Even if I did lose my memories, well...
I cannot spend the rest of my days 
lamenting that fact.",
TX_SI_DE0_0130A0(1011),"...Shall I bring you something to drink, 
perhaps?",
TX_SI_DE0_0130A0(1021),"I won't trouble that store any longer, I 
swear it.
After all, I've got no interest in doing work 
for nothing.",
TX_SI_DE0_0130A0(1031),"Me and the boss'll be off to Cobbleston 
next!",
TX_SI_DE0_0130A0(1041),"He says we're gonna use this chance to 
spread our wings and start a new life.",
TX_SI_DE0_0130C0_0022(0),"What d'you think you're doing!?
Get out of here! Go home already!",
TX_SI_DE0_0130A0_0003(0),"...What?
You got a problem with me?",
TX_SI_DE0_0130A0_0013(0),Wh-what!?,
TX_SI_DE0_0130A0_0023(0),Tobias went and skipped town!?,
TX_SI_DE0_013000_0003(0),It's just no good...,
TX_SI_DE0_013000_0013(0),"No matter how many times I run that lout 
out, he always comes back, like a bad leaf...",
TX_SI_DE0_013000_0023(0),"No one would be that bloody persistent 
without reason. Has someone put him up 
to this...?",
TX_SI_DE0_0130C0_0041(0),"Tch.
What? You planning to get in my way?",
TX_SI_DE0_0130C0_0042(0),"I'll be back, old man.
You can count on that.",
TX_SI_DE0_0130C0_0043(0),"W-wait for me, Boss!",
TX_SI_DE0_0130C0_0044(0),Hrmm...,
TX_SI_DE0_0130C0_0045(0),"Hah...
Looks like my troubles are not over yet...",
TX_SI_DE0_0130A0_0024(0),.........,
TX_SI_DE0_0130C0_0046(0),"You've been a great friend to me.
I thank you for your help.",
TX_SI_DE0_013000_0014(0),"No matter how many times I run that lout 
out, he always comes back, like a bad leaf...",
TX_SS_MO2_04600_0000(0),"Blimey, but 'e ain't 'alf trouble.",
TX_SS_MO2_04600_0010(0),"See that hoity-toity nobleman with 'is nose in a 
mead mug? Don't know when to quit drinkin', is 
'is problem.",
TX_SS_MO2_04600_0020(0),"Right thorn in me side, 'e is, and there's nowt I 
can say to 'im, me bein' a commoner an' all.",
TX_SS_MO2_04600_0030(0),Hic! Leave me awone. I'm not fweeling well.,
TX_SS_MO2_04600_0040(0),"Look, just shove off, awright?",
TX_SS_MO2_04700_0000(0),This tome came from a land across the sea.,
TX_SS_MO2_04700_0010(0),"It appears to describe the lives and customs of 
the people who live there.",
TX_SS_MO2_04700_0020(0),"Sadly, it is written in a script I can make neither 
heads nor tails of... I wonder if anyone can.",
TX_SS_MO2_04700_0030(0),"The old lady who's always looking out at the 
sea dresses right funny.",
TX_SS_MO2_04700_0040(0),"But she knows all kinds of stories, so we 
sometimes go visit to hear her tell one.",
TX_SS_MO2_04700_0050(0),"My favorite stories are about this strange land 
that lies over on the other side o' the ocean.",
TX_SS_MO2_04700_0060(0),"I traveled far and wide across this world, and 
learned many tongues.",
TX_SS_MO2_04700_0070(0),"Not that I ever get a chance to speak them. All 
my knowledge is good for is telling tales to the 
children.",
TX_SS_MO2_04800_0000(0),"Don't call me provincial! Wife of a country squire 
I may be, but I have the high fashion sense of a 
lady of the court.",
TX_SS_MO2_04800_0010(0),"...Or so I like to believe. But it's not easy, being a 
taste-maker.",
TX_SS_MO2_04800_0020(0),"For example, I'm having a most dreadful time 
finding a hat for the upcoming ball.",
TX_SS_MO2_04800_0030(0),"See that merchant bloke there? He supplies all 
the noble houses here about.",
TX_SS_MO2_04800_0040(0),"He just took delivery of rare material that's 
used to make hats for noblefolk. They're all mad 
for 'em this year.",
TX_SS_MO2_04800_0050(0),"The highborn won't settle for anything less than 
the latest fashions. Far too fussy, some might 
say, and I wouldn't deny it.",
TX_SS_MO2_04800_0060(0),"Highborn fashion is as fickle as a cat, and even 
less forgiving.",
TX_SS_MO2_04800_0070(0),"Yet one must court it assiduously, or be 
laughed off the dance floor in disgrace.",
TX_SS_MO2_04900_0000(0),"I'm studying the Ventus Dynasty, which 
prospered three centuries afore our time.",
TX_SS_MO2_04900_0010(0),"Ventus the Third is my favorite of the kings. He 
was renowned for his drawings and paintings.",
TX_SS_MO2_04900_0020(0),"Strange thing is, one day Ventus the Third 
suddenly stopped painting and never touched a 
brush again. It was as if he'd lost his muse.",
TX_SS_MO2_04900_0030(0),"A queer mystery, fair to say, and I'm setting 
about to solve it.",
TX_SS_MO2_04900_0040(0),"Well be with you, friend. Do you have business 
with me?",
TX_SS_MO2_04900_0050(0),"...What business do ye 'ave 'ere? Ye'd best 
scarper afore my temper sours.",
TX_SS_MO2_04900_0060(0),"Don't know who ye are, nor where ye come 
from, but I'll be askin' ye to leave.",
TX_SS_MO2_04900_0070(0),"How now, then? Want to hear somethin' curious?",
TX_SS_MO2_04900_0080(0),"Rumor is there's a direct descendant of the 
Ventus kings residin' in this very town.",
